Année du Baccalauréat;Enseignements de spécialité;Formation;Nombre de candidats bacheliers ayant confirmé au moins un vœu;Nombre de candidats bacheliers ayant reçu au moins une proposition d'admission;Nombre de candidats bacheliers ayant accepté une proposition d'admission
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Electronique, Génie électrique, EEA;0;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Informatique;0;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Physique;0;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Pluri Sciences humaines et sociales;0;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Pluri Sciences économiques - Gestion;0;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Sciences de la vie, biologie, santé;0;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Sciences du langage - Linguistique;1;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence L.AS;2;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;PASS;0;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;BTS Production;0;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;CPGE L;0;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;CPGE S;0;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Ecoles d'ingénieurs;0;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Formations des écoles nationales vétérinaires;0;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Ensemble des bacheliers;2;2.0;2
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Archéologie, Ethno, Préhistoire, Anthropologie;0;0.0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Génie civil;0;0.0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences économiques - Gestion;0;0.0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence STAPS;1;1.0;1
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Sciences de gestion;0;0.0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Sciences du langage - Linguistique;0;0.0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Sciences et technologies industrielles;0;0.0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Sciences religieuses;0;0.0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Sciences économiques;0;0.0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;CPGE S;0;0.0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Autres formations;0;0.0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;DCG;0;0.0;0
2021;Biologie/Ecologie,Mathématiques Spécialité;Licence Formation générale aux métiers de l ingénieur;24;5.0;0
2021;Biologie/Ecologie,Mathématiques Spécialité;Licence Histoire;18;16.0;2
2021;Biologie/Ecologie,Mathématiques Spécialité;Licence Pluri Lettres - Langues - Sciences humaines;2;1.0;0
2021;Biologie/Ecologie,Mathématiques Spécialité;Licence Pluri Sciences économiques - Gestion;22;17.0;4
2021;Biologie/Ecologie,Mathématiques Spécialité;Licence Sciences de l univers, de la terre, de l espace;57;13.0;1
2021;Biologie/Ecologie,Mathématiques Spécialité;Licence Sciences et technologies industrielles;11;6.0;1
2021;Biologie/Ecologie,Mathématiques Spécialité;Licence L.AS;298;39.0;14
2021;Biologie/Ecologie,Mathématiques Spécialité;CPGE L;2;1.0;1
2021;Biologie/Ecologie,Mathématiques Spécialité;CPGE S;61;21.0;11
2021;Biologie/Ecologie,Mathématiques Spécialité;Ecoles de Commerce;8;8.0;5
2021;Biologie/Ecologie,Mathématiques Spécialité;D.E sanitaire;53;27.0;18
2021;Biologie/Ecologie,Mathématiques Spécialité;DCG;7;5.0;3
2021;Biologie/Ecologie,Mathématiques Spécialité;DEUST;12;6.0;3
2021;Biologie/Ecologie,Physique-Chimie Spécialité;Licence AES;14;11.0;4
2021;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Géographie;22;16.0;2
2021;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Langues et littératures étrangères;45;29.0;7
2021;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Physique;100;22.0;4
2021;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Physique et chimie;105;33.0;4
2021;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Pluri Lettres - Sciences du langage - Arts;3;1.0;0
2021;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;288;130.0;29
2021;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Sciences de gestion;12;1.0;0
2021;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Sciences de l information et de la communication;12;4.0;3
2021;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Sciences de la vie, biologie, santé;637;356.0;95
2021;Biologie/Ecologie,Physique-Chimie Spécialité;BTS Agricole;452;345.0;164
2021;Biologie/Ecologie,Physique-Chimie Spécialité;Ecoles d'ingénieurs;158;99.0;72
2021;Biologie/Ecologie,Physique-Chimie Spécialité;D.E sanitaire;177;91.0;58
2021;Biologie/Ecologie,Physique-Chimie Spécialité;Autres formations;135;28.0;15
2021;Biologie/Ecologie,Physique-Chimie Spécialité;CUPGE;5;1.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Chimie;0;0.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Génie civil;0;0.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence LEA;1;1.0;1
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence MASS;0;0.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Pluri Lettres - Sciences du langage - Arts;0;0.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Pluri Sciences;0;0.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;0;0.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Sciences de gestion;0;0.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Sciences de la vie, biologie, santé;1;0.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Sciences du langage - Linguistique;1;1.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Sciences religieuses;0;0.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;DCG;0;0.0;0
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Electronique, Génie électrique, EEA;0;0.0;0
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Informatique;17;5.0;1
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Mathématiques;19;3.0;1
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Mathématiques et informatique;0;0.0;0
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;32;1.0;1
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Pluri Sciences économiques - Gestion;254;107.0;24
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Sciences de l information et de la communication;1038;549.0;195
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Sciences de l univers, de la terre, de l espace;16;0.0;0
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Sciences religieuses;36;29.0;2
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;BUT Production;202;23.0;6
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;BTS Agricole;115;56.0;24
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;BTS Production;159;16.0;3
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;BTS Service;1837;745.0;291
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Ecoles d'ingénieurs;5;0.0;0
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Ecoles de Commerce;153;69.0;37
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;D.E sanitaire;366;87.0;56
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Autres formations;1236;348.0;140
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Formations des écoles nationales vétérinaires;7;0.0;0
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence Electronique, Génie électrique, EEA;0;0.0;0
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence Formation générale aux métiers de l ingénieur;13;1.0;0
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence LEA;5860;4730.0;2005
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence Langues et littératures françaises;2239;1464.0;324
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence Physique et chimie;8;1.0;0
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence Sciences religieuses;10;8.0;1
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Autres formations;1733;477.0;220
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;CUPGE;32;12.0;3
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Arts;35;21.0;14
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Electronique, Génie électrique, EEA;0;0.0;0
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Géographie;43;33.0;9
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence LEA;24;16.0;4
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Mathématiques;17;3.0;2
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Mathématiques et informatique;0;0.0;0
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Physique et chimie;8;0.0;0
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Pluri Lettres - Sciences du langage - Arts;2;2.0;1
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Sciences du langage - Linguistique;2;1.0;1
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Sciences religieuses;1;0.0;0
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence L.AS;149;8.0;2
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;CPGE L;7;1.0;0
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Formations d'ART;34;11.0;4
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;DCG;3;1.0;1
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence AES;276;132.0;39
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Arts;1800;1184.0;545
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Formation générale aux métiers de l ingénieur;3;1.0;0
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Philosophie, Epistémologie;1220;878.0;184
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Physique et chimie;1;1.0;0
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Pluri Lettres - Sciences du langage - Arts;224;168.0;27
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences;33;17.0;5
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Sciences de l éducation;805;373.0;151
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence L.AS;5088;154.0;41
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;BUT Service;1174;276.0;134
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;BTS Production;123;20.0;7
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Ecoles d'ingénieurs;6;1.0;0
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;CUPGE;21;11.0;2
2021;Littérature et langues et cultures de l'Antiquité,Art;Licence AES;1;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Art;Licence Archéologie, Ethno, Préhistoire, Anthropologie;1;1.0;0
